Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,252.0,"Transport Workers - Auto Svc Workers, Local 250-A",7400,Skilled Labor,7410,Automotive Service Worker,19991,56757.47,19.78,0.0,56777.25,12640.98,12423.01,4618.53,29682.52,86459.77
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9920,Publ Svc Aide-Asst To Prof,45145,1444.0,0.0,0.0,1444.0,372.55,477.86,111.8,962.21,2406.21
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,32598,104194.03,0.0,0.0,104194.03,21427.33,12424.5,8408.13,42259.96,146453.99
Calendar,2015,4,Community Health,DPH,Public Health,164.0,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2230,Physician Specialist,45180,154391.12,0.0,6712.12,161103.24,31347.67,10244.24,10429.55,52021.46,213124.7
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,16091,40828.76,387.24,5898.7,47114.7,9654.67,3637.33,3522.1,16814.1,63928.8
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,261.0,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,45474,49171.11,0.0,1407.39,50578.5,10206.67,9222.81,4794.92,24224.4,74802.9
Calendar,2015,5,Culture & Recreation,FAM,Fine Arts Museum,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0923,Manager II,13412,9904.26,0.0,0.0,9904.26,2221.53,573.44,1093.74,3888.71,13792.97
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,4556,65975.28,687.22,2121.72,68784.22,18644.33,13001.7,5384.59,37030.62,105814.84
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,130.0,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7313,Automotive Machinist,15843,66778.99,0.0,1160.01,67939.0,14317.21,10045.87,5604.55,29967.63,97906.63
Calendar,2015,4,Community Health,DPH,Public Health,858.0,"Teamsters - Supervising Nurses, Local 856",2300,Nursing,2322,Nurse Manager,25025,180520.0,0.0,16060.5,196580.5,36329.86,12424.5,11098.6,59852.96,256433.46
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5211,Eng/Arch/Landscape Arch Sr,30708,156746.05,0.0,0.0,156746.05,32329.09,12424.47,10441.12,55194.68,211940.73
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q003,Police Officer 2,23998,117129.71,40603.74,9719.98,167453.43,23205.2,12424.5,2808.51,38438.21,205891.64
Calendar,2015,6,General Administration & Finance,CON,Controller,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1053,IS Business Analyst-Senior,20620,112209.03,0.0,0.0,112209.03,22582.31,12424.5,8942.28,43949.09,156158.12
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2920,Medical Social Worker,7967,72707.33,0.0,0.0,72707.33,15351.12,9716.61,5789.23,30856.96,103564.29
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",6300,Construction Inspection,6319,Senior Const Inspector,1094,111918.02,2727.23,0.0,114645.25,22523.68,12424.51,9178.52,44126.71,158771.96
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,8283,91953.99,103.97,17910.91,109968.87,15815.29,9989.78,8322.21,34127.28,144096.15
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2604,Food Service Worker,31402,51405.0,294.75,2047.98,53747.73,12452.35,12424.5,4447.78,29324.63,83072.36
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q002,Police Officer,7981,112692.91,26088.6,2779.8,141561.31,22303.28,12424.5,2403.68,37131.46,178692.77
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q003,Police Officer 2,31232,84458.96,5939.32,9016.01,99414.29,17448.18,12424.5,1649.04,31521.72,130936.01
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,27720,64819.07,10424.17,770.3,76013.54,14949.88,12773.7,5809.03,33532.61,109546.15
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,24844,1005.75,0.0,33.53,1039.28,0.0,0.0,65.53,65.53,1104.81
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,261.0,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,4907,65333.94,2344.5,2657.4,70335.84,14009.4,12281.14,5565.31,31855.85,102191.69
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,4646,132873.12,0.0,0.0,132873.12,0.0,10308.75,9574.24,19882.99,152756.11
Calendar,2015,4,Community Health,DPH,Public Health,164.0,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2232,Senior Physician Specialist,35555,227731.0,0.0,11386.56,239117.56,48106.41,12424.5,11807.27,72338.18,311455.74
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,12696,40760.6,0.0,2022.15,42782.75,8844.08,8967.68,3558.59,21370.35,64153.1
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2917,Program Support Analyst,29434,38601.15,0.0,0.0,38601.15,7271.58,4545.87,3096.77,14914.22,53515.37
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,13766,106209.79,0.0,4946.79,111156.58,20791.56,10437.54,8871.91,40101.01,151257.59
Calendar,2015,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,39.0,"Stationary Engineers, Local 39",7200,Supervisory-Labor & Trade,7252,"Chf Stationary Eng, Sew Plant",43272,118858.01,14752.86,0.0,133610.87,23920.24,12424.49,10014.18,46358.91,179969.78
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,14103,24970.2,0.0,3683.48,28653.68,0.0,0.0,492.84,492.84,29146.52
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",9700,Community Development,9706,Employment & Training Spec 5,26139,101733.0,0.0,0.0,101733.0,20967.28,12424.5,8433.54,41825.32,143558.32
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,36050,63194.49,21258.25,2929.21,87381.95,18032.68,12449.9,7241.52,37724.1,125106.05
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2910,Social Worker,48991,6534.0,0.0,0.0,6534.0,1465.59,1433.6,542.4,3441.59,9975.59
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,35809,17700.53,0.0,0.0,17700.53,3892.37,4061.85,1418.89,9373.11,27073.64
Calendar,2015,6,General Administration & Finance,HRD,Human Resources,790.0,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1227,Testing Technician,48944,11527.47,296.69,0.0,11824.16,0.0,0.0,935.47,935.47,12759.63
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,4203,3584.7,0.0,0.0,3584.7,0.0,1505.27,285.95,1791.22,5375.92
Calendar,2015,5,Culture & Recreation,AAM,Asian Art Museum,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8226,Museum Guard,9638,694.76,0.0,0.0,694.76,0.0,167.25,53.78,221.03,915.79
Calendar,2015,1,Public Protection,CRT,Superior Court,196.0,Court Unrepresented Managers,SCRT,SF Superior Court,876C,"Director, Human Resources",29885,25195.0,0.0,29708.05,54903.05,5527.8,2389.33,7986.6,15903.73,70806.78
Calendar,2015,6,General Administration & Finance,CAT,City Attorney,22.0,"Prof & Tech Engineers - Personnel, Local 21",8100,Legal & Court,8169,Legislative Asst City Atty Ofc,3659,2758.0,0.0,0.0,2758.0,618.62,477.86,206.02,1302.5,4060.5
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2940,Protective Services Worker,28569,48235.86,0.0,561.6,48797.46,10280.3,6133.47,3994.91,20408.68,69206.14
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,45221,42364.3,0.0,8485.29,50849.59,0.0,3679.56,3945.44,7625.0,58474.59
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1222,Sr Payroll & Personnel Clerk,20955,75927.01,0.0,624.0,76551.01,15777.43,12424.5,6054.42,34256.35,110807.36
Calendar,2015,3,Human Welfare & Neighborhood Development,CSS,Child Support Services,790.0,"SEIU - Miscellaneous, Local 1021",8100,Legal & Court,8158,Child Support Officer II,4554,66836.88,0.0,535.03,67371.91,13815.23,10607.18,5630.53,30052.94,97424.85
Calendar,2015,5,Culture & Recreation,WAR,War Memorial,16.0,"Theatrical and Stage Employees, Local 16",7300,Journeyman Trade,7377,Stage Electrician,2127,11109.7,0.0,0.0,11109.7,0.0,1481.39,862.16,2343.55,13453.25
Calendar,2015,6,General Administration & Finance,CAT,City Attorney,311.0,Municipal Attorneys' Association,8100,Legal & Court,8177,Attorney (Civil/Criminal),26180,184289.0,0.0,1562.5,185851.5,37402.54,12424.5,10839.94,60666.98,246518.48
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,25578,64541.29,18194.49,1730.05,84465.83,18121.11,12716.0,6592.21,37429.32,121895.15
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,31570,43811.82,8825.01,6327.35,58964.18,10293.49,8701.82,4904.8,23900.11,82864.29
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,49145,54861.8,0.0,7185.16,62046.96,13868.62,12424.5,4975.02,31268.14,93315.1
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,38443,47153.39,5923.85,1327.66,54404.9,13384.31,9276.86,4411.97,27073.14,81478.04
Calendar,2015,6,General Administration & Finance,BOS,Board of Supervisors,330.0,Members of Boards and Commissions - No Benefits,0900,Management,0109,Commissioner No Benefits,39531,4840.0,0.0,0.0,4840.0,0.0,289.11,375.17,664.28,5504.28
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0953,Dep Dir III,12313,175885.44,0.0,0.0,175885.44,35390.93,12424.5,18043.16,65858.59,241744.03
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,261.0,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,10498,63887.0,13323.64,4834.95,82045.59,13700.63,12424.5,6441.73,32566.86,114612.45
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,30405,40389.01,0.0,180.0,40569.01,8114.39,7566.7,3294.76,18975.85,59544.86
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,38079,4560.11,0.0,41.71,4601.82,0.0,1240.96,356.27,1597.23,6199.05
Calendar,2015,4,Community Health,DPH,Public Health,164.0,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2232,Senior Physician Specialist,27489,203447.18,0.0,0.0,203447.18,39325.17,11783.51,11137.68,62246.36,265693.54
Calendar,2015,3,Human Welfare & Neighborhood Development,CHF,"Children, Youth & Their Families",790.0,"SEIU - Miscellaneous, Local 1021",9700,Community Development,9774,Sr Community Devl Spc 1,40659,95968.01,0.0,0.0,95968.01,19779.2,12424.51,7667.22,39870.93,135838.94
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,250.0,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2654,Cook,4341,10933.9,1005.71,51.58,11991.19,0.0,2532.69,930.58,3463.27,15454.46
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,20415,2505.13,0.0,7.84,2512.97,0.0,1221.54,194.94,1416.48,3929.45
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,6589,9820.07,0.0,249.6,10069.67,0.0,0.0,796.54,796.54,10866.21
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1408,Principal Clerk,24031,74165.02,0.0,0.0,74165.02,15285.75,12424.5,6084.15,33794.4,107959.42
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,38.0,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7348,Steamfitter,39167,87114.03,1054.21,2292.51,90460.75,18176.65,10731.12,7271.72,36179.49,126640.24
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3610,Library Assistant,51376,15171.56,0.0,9134.52,24306.08,3437.64,3072.02,1930.73,8440.39,32746.47
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2587,Health Worker 3,49905,65579.56,0.0,0.0,65579.56,13514.25,12113.9,5439.06,31067.21,96646.77
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,43912,41040.09,4880.14,1657.14,47577.37,12128.66,8119.59,3444.78,23693.03,71270.4
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1200,Personnel,1232,Training Officer,9104,91824.08,0.0,0.0,91824.08,18920.68,12389.08,7343.6,38653.36,130477.44
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,790.0,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1844,Senior Management Assistant,32216,48319.91,0.0,7527.9,55847.81,10907.6,6546.76,4577.37,22031.73,77879.54
Calendar,2015,6,General Administration & Finance,TIS,General Services Agency - Technology,790.0,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1632,Senior Account Clerk,5951,62585.0,0.0,580.35,63165.35,12932.88,11555.38,5137.58,29625.84,92791.19
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,370,68070.17,14763.1,4968.39,87801.66,19996.36,13411.17,6862.48,40270.01,128071.67
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,261.0,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7540,Track Maintenance Worker,17883,46227.45,1423.06,7459.67,55110.18,9745.15,10567.69,4231.14,24543.98,79654.16
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,52163,77102.19,21822.34,9937.49,108862.02,17448.9,15196.12,1814.4,34459.42,143321.44
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,8501,27655.73,0.0,3587.55,31243.28,6588.41,2241.79,1399.64,10229.84,41473.12
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6.0,"Electrical Workers, Local 6",7300,Journeyman Trade,7329,Electr Maint Tech Asst Sprv,9723,116976.01,0.0,0.0,116976.01,23541.49,12424.5,9107.46,45073.45,162049.46
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,30511,51215.42,7141.52,2238.94,60595.88,14292.75,10061.28,4550.09,28904.12,89500.0
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,17281,140334.02,0.0,9017.83,149351.85,29015.25,12424.5,7998.69,49438.44,198790.29
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790.0,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,49881,56531.0,0.0,1297.8,57828.8,11780.12,12424.5,4734.37,28938.99,86767.79
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,28604,1223.8,0.0,183.58,1407.38,1141.26,95.76,479.97,1716.99,3124.37
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2500,Med Therapy & Auxiliary,2583,Home Health Aide,37382,5769.05,222.6,826.21,6817.86,1298.3,1857.7,541.19,3697.19,10515.05
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H030,"Captain, Fire Suppression",3891,150234.01,8911.63,14550.25,173695.89,32236.66,15196.12,2906.93,50339.71,224035.6
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,38152,55631.59,5898.93,1568.77,63099.29,14840.09,13240.52,4592.03,32672.64,95771.93
