Organization Group,Department,Job Family,Job,Salary,Overtime,Benefits,Total Compensation
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,69289.0,43.0,34233.0,103565.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,74982.0,0.0,35911.0,110893.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,74020.0,3.0,35824.0,109847.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,14464.0,0.0,4566.0,19031.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,48029.0,0.0,22715.0,70744.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76435.0,235.0,36532.0,113203.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,75079.0,19.0,35240.0,110338.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,68909.0,224.0,32775.0,101909.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,73380.0,13.0,28663.0,102055.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,65774.0,0.0,33313.0,99087.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,63717.0,0.0,32964.0,96681.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,46274.0,0.0,21996.0,68270.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,35344.0,0.0,17243.0,52586.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,71930.0,340.0,35322.0,107592.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,11818.0,0.0,6198.0,18016.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,69373.0,2874.0,33264.0,105512.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,23332.0,0.0,11719.0,35051.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,70253.0,0.0,33580.0,103834.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,65048.0,0.0,32867.0,97915.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,66558.0,0.0,34665.0,101223.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78031.0,2388.0,36762.0,117181.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,30144.0,5.0,14144.0,44293.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76941.0,1691.0,36772.0,115404.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,80432.0,4666.0,38083.0,123181.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,5168.0,0.0,2640.0,7808.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,66282.0,0.0,33591.0,99872.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77788.0,38.0,36630.0,114455.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,70453.0,5.0,34670.0,105129.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,72384.0,536.0,35135.0,108054.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77598.0,0.0,36839.0,114437.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77968.0,0.0,36634.0,114602.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76673.0,0.0,36558.0,113231.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,73230.0,0.0,34676.0,107906.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,73520.0,0.0,35727.0,109247.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,2522.0,0.0,775.0,3297.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,63729.0,0.0,32366.0,96095.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,67058.0,5678.0,35426.0,108161.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,0.0,4.0,0.0,5.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,3782.0,0.0,355.0,4137.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,24698.0,512.0,5700.0,30909.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,15613.0,0.0,6575.0,22188.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,43077.0,10.0,12806.0,55894.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,40765.0,5.0,13100.0,53870.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,58546.0,288.0,19619.0,78453.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,80429.0,0.0,36831.0,117261.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,90808.0,66.0,40521.0,131395.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,89468.0,0.0,40233.0,129701.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,79793.0,4.0,37363.0,117160.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,89107.0,0.0,39891.0,128998.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,90082.0,0.0,40364.0,130447.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,93998.0,1303.0,41584.0,136885.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,90092.0,14.0,40450.0,130555.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,94570.0,23029.0,42863.0,160461.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,89468.0,0.0,40056.0,129524.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,79659.0,266.0,37407.0,117332.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,75945.0,0.0,35697.0,111641.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,91242.0,8586.0,41415.0,141243.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,77733.0,0.0,34676.0,112409.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,91076.0,3696.0,40926.0,135699.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,89718.0,0.0,40208.0,129926.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,94714.0,14486.0,42582.0,151782.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,89718.0,15122.0,41490.0,146331.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,89468.0,0.0,40284.0,129752.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,80494.0,0.0,37407.0,117901.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,78440.0,1929.0,37095.0,117465.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,90748.0,0.0,40293.0,131041.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,64160.0,387.0,31049.0,95596.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,65713.0,3174.0,29622.0,98508.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,85680.0,0.0,38838.0,124519.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,75001.0,0.0,35935.0,110936.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 4,57374.0,0.0,27460.0,84834.0
Community Health,Public Health,Dietary & Food,Supply Room Attendant,60961.0,798.0,34290.0,96049.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,0.0,37.0,3.0,40.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,0.0,6.0,0.0,6.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,0.0,64.0,5.0,69.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,0.0,0.0,0.0,0.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,0.0,12.0,1.0,12.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,0.0,40.0,3.0,43.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,0.0,3.0,0.0,3.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,6198.0,1074.0,3559.0,10832.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,65227.0,24399.0,35685.0,125310.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,62215.0,21142.0,35290.0,118647.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,17945.0,177.0,1407.0,19528.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,61785.0,3110.0,34674.0,99568.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,44061.0,2922.0,21451.0,68434.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,2260.0,1547.0,1328.0,5136.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,17889.0,0.0,1388.0,19277.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,70605.0,909.0,35941.0,107455.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,59867.0,4599.0,34047.0,98513.0
Community Health,Public Health,Dietary & Food,Food Service Supervisor,48260.0,2111.0,27171.0,77543.0
Community Health,Public Health,Dietary & Food,Senior Food Service Supervisor,89080.0,18704.0,41533.0,149317.0
Community Health,Public Health,Dietary & Food,Senior Food Service Supervisor,81077.0,12165.0,38540.0,131782.0
Community Health,Public Health,Dietary & Food,Dietitian,31937.0,0.0,2395.0,34332.0
Community Health,Public Health,Dietary & Food,Dietitian,97681.0,0.0,42283.0,139964.0
Community Health,Public Health,Dietary & Food,Dietitian,88013.0,0.0,39734.0,127748.0
Community Health,Public Health,Dietary & Food,Dietitian,80411.0,0.0,37182.0,117593.0
Community Health,Public Health,Dietary & Food,Dietitian,87972.0,0.0,39503.0,127475.0
Community Health,Public Health,Dietary & Food,Dietitian,38597.0,0.0,2996.0,41592.0
Community Health,Public Health,Dietary & Food,Dietitian,97657.0,0.0,42472.0,140129.0
Community Health,Public Health,Dietary & Food,Dietitian,77907.0,0.0,33916.0,111823.0
Community Health,Public Health,Dietary & Food,Dietitian,96766.0,567.0,42278.0,139611.0
Community Health,Public Health,Dietary & Food,Dietitian,79679.0,0.0,34159.0,113838.0
Community Health,Public Health,Dietary & Food,Dietitian,21735.0,0.0,1687.0,23422.0
Community Health,Public Health,Dietary & Food,Dietitian,96786.0,0.0,42317.0,139104.0
Community Health,Public Health,Dietary & Food,Dietitian,23597.0,0.0,6537.0,30134.0
Community Health,Public Health,Dietary & Food,Dietitian,97261.0,0.0,42247.0,139508.0
Community Health,Public Health,Dietary & Food,Dietitian,34305.0,0.0,2663.0,36968.0
Community Health,Public Health,Dietary & Food,Dietitian,96925.0,0.0,42090.0,139015.0
Community Health,Public Health,Dietary & Food,Dietitian,96755.0,1118.0,41929.0,139801.0
Community Health,Public Health,Dietary & Food,Dietitian,96770.0,567.0,42270.0,139607.0
Community Health,Public Health,Dietary & Food,Dietitian,82747.0,0.0,38696.0,121443.0
Community Health,Public Health,Dietary & Food,Dietitian,78420.0,0.0,33356.0,111776.0
Community Health,Public Health,Dietary & Food,Dietitian,90502.0,0.0,39380.0,129882.0
Community Health,Public Health,Dietary & Food,Dietitian,56552.0,0.0,18481.0,75033.0
Community Health,Public Health,Dietary & Food,Dietitian,94113.0,0.0,40161.0,134274.0
Community Health,Public Health,Dietary & Food,Chief Dietitian,82964.0,0.0,34821.0,117786.0
Community Health,Public Health,Dietary & Food,Chief Dietitian,106432.0,0.0,44936.0,151368.0
Community Health,Public Health,Dietary & Food,Chef,0.0,19.0,1.0,20.0
Community Health,Public Health,Dietary & Food,Chef,0.0,19.0,2.0,21.0
Community Health,Public Health,Dietary & Food,Chef,0.0,2.0,0.0,3.0
Community Health,Public Health,Dietary & Food,Chef,0.0,6.0,0.0,7.0
Community Health,Public Health,Dietary & Food,Chef,28653.0,3379.0,11711.0,43743.0
Community Health,Public Health,Dietary & Food,Chef,85936.0,7533.0,39744.0,133213.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,0.0,107.0,8.0,116.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,0.0,78.0,6.0,84.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,0.0,146.0,12.0,157.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,0.0,55.0,4.0,60.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,9753.0,40.0,2202.0,11995.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,82335.0,12321.0,38156.0,132812.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,56587.0,7448.0,27774.0,91808.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,85311.0,4534.0,39449.0,129294.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,71540.0,11754.0,34464.0,117758.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,82477.0,881.0,38355.0,121714.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,84166.0,21260.0,39676.0,145102.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,81734.0,34.0,37965.0,119733.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,90414.0,45029.0,42235.0,177679.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,56996.0,1386.0,27027.0,85409.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,76387.0,19154.0,37761.0,133302.0
Community Health,Public Health,Housekeeping & Laundry,Porter Supervisor 1,74611.0,18312.0,37426.0,130349.0
Community Health,Public Health,Public Health,Health Program Planner,88760.0,0.0,39993.0,128753.0
Community Health,Public Health,Public Health,Health Program Planner,66853.0,0.0,29602.0,96455.0
Community Health,Public Health,Public Health,Health Program Planner,91415.0,0.0,40377.0,131792.0
Community Health,Public Health,Public Health,Health Program Planner,103959.0,0.0,44230.0,148189.0
Community Health,Public Health,Public Health,Senior Health Program Planner,109653.0,0.0,45458.0,155111.0
Community Health,Public Health,Public Health,Senior Health Program Planner,121166.0,0.0,48878.0,170044.0
Community Health,Public Health,Public Health,Senior Health Program Planner,91693.0,0.0,36665.0,128357.0
Community Health,Public Health,Public Health,Senior Health Program Planner,121166.0,0.0,48961.0,170127.0
Community Health,Public Health,Public Health,Senior Health Program Planner,107031.0,0.0,44913.0,151944.0
Community Health,Public Health,Public Health,Senior Health Program Planner,121166.0,0.0,48885.0,170051.0
Community Health,Public Health,Public Health,Senior Health Program Planner,93550.0,0.0,40486.0,134036.0
Community Health,Public Health,Public Health,Senior Health Program Planner,111099.0,0.0,46234.0,157333.0
Community Health,Public Health,Public Health,Senior Health Program Planner,113728.0,0.0,44145.0,157874.0
Community Health,Public Health,Public Health,Senior Health Program Planner,104478.0,0.0,43970.0,148448.0
Community Health,Public Health,Human Services,Medical Social Worker,14390.0,0.0,3638.0,18028.0
Community Health,Public Health,Human Services,Medical Social Worker,7832.0,0.0,678.0,8509.0
Community Health,Public Health,Human Services,Medical Social Worker,24679.0,0.0,10116.0,34796.0
Community Health,Public Health,Human Services,Medical Social Worker,25486.0,0.0,11146.0,36632.0
Community Health,Public Health,Human Services,Medical Social Worker,25902.0,0.0,11034.0,36936.0
Community Health,Public Health,Human Services,Medical Social Worker,50842.0,0.0,19550.0,70392.0
Community Health,Public Health,Human Services,Medical Social Worker,74296.0,0.0,24969.0,99265.0
Community Health,Public Health,Human Services,Medical Social Worker,52582.0,0.0,19600.0,72183.0
Community Health,Public Health,Human Services,Medical Social Worker,35577.0,0.0,14037.0,49614.0
Community Health,Public Health,Human Services,Medical Social Worker,59491.0,0.0,23969.0,83460.0
Community Health,Public Health,Human Services,Medical Social Worker,87295.0,0.0,36442.0,123736.0
Community Health,Public Health,Human Services,Medical Social Worker,96124.0,0.0,41787.0,137911.0
Community Health,Public Health,Human Services,Medical Social Worker,106856.0,0.0,45159.0,152015.0
Community Health,Public Health,Human Services,Medical Social Worker,71381.0,0.0,30060.0,101441.0
Community Health,Public Health,Human Services,Medical Social Worker,5259.0,0.0,408.0,5667.0
Community Health,Public Health,Human Services,Medical Social Worker,88887.0,0.0,38892.0,127778.0
Community Health,Public Health,Human Services,Medical Social Worker,106232.0,0.0,44649.0,150881.0
Community Health,Public Health,Human Services,Medical Social Worker,103448.0,0.0,43259.0,146708.0
Community Health,Public Health,Human Services,Medical Social Worker,106856.0,0.0,45121.0,151977.0
Community Health,Public Health,Human Services,Medical Social Worker,108156.0,0.0,45523.0,153679.0
Community Health,Public Health,Human Services,Medical Social Worker,120251.0,0.0,47455.0,167707.0
Community Health,Public Health,Human Services,Medical Social Worker,106856.0,0.0,45133.0,151989.0
Community Health,Public Health,Human Services,Medical Social Worker,100431.0,0.0,42264.0,142695.0
Community Health,Public Health,Human Services,Medical Social Worker,97101.0,0.0,40159.0,137260.0
Community Health,Public Health,Human Services,Medical Social Worker,106257.0,0.0,44562.0,150819.0
Community Health,Public Health,Human Services,Medical Social Worker,85485.0,0.0,35960.0,121445.0
Community Health,Public Health,Human Services,Medical Social Worker,100339.0,0.0,42235.0,142574.0
Community Health,Public Health,Human Services,Medical Social Worker,92817.0,0.0,38897.0,131714.0
Community Health,Public Health,Human Services,Medical Social Worker,106856.0,0.0,45011.0,151868.0
Community Health,Public Health,Human Services,Medical Social Worker,54658.0,0.0,22672.0,77331.0
Community Health,Public Health,Human Services,Medical Social Worker,86302.0,0.0,36218.0,122520.0
